WKT,name,description
"POLYGON ((106.723793 -6.0894498, 106.7114333 -6.0949119, 106.688774 -6.0962774, 106.688774 -6.1051533, 106.6949538 -6.1078843, 106.6949538 -6.1133462, 106.6867141 -6.1188081, 106.6874007 -6.1283663, 106.690834 -6.1351935, 106.6846542 -6.1440687, 106.6860274 -6.1570398, 106.6880874 -6.171376, 106.7155532 -6.1863945, 106.7162399 -6.1932209, 106.7224197 -6.1904903, 106.723793 -6.2068735, 106.7162399 -6.2239387, 106.7368392 -6.2225735, 106.7443923 -6.2300821, 106.743019 -6.2362253, 106.7478255 -6.2423685, 106.7471389 -6.2491942, 106.7533187 -6.2526071, 106.7519454 -6.2614803, 106.7540054 -6.2689883, 106.7491988 -6.2730835, 106.7567519 -6.2744485, 106.7615585 -6.2771787, 106.7608718 -6.2853689, 106.7670516 -6.289464, 106.7766647 -6.3160814, 106.8061904 -6.3153989, 106.8068771 -6.3235886, 106.8020705 -6.3310956, 106.7979507 -6.3399675, 106.7958907 -6.3454271, 106.7924575 -6.364535, 106.8055038 -6.3672646, 106.8109969 -6.3624877, 106.8158035 -6.356346, 106.8336562 -6.3577108, 106.8384628 -6.351569, 106.8364028 -6.3433797, 106.851509 -6.3379202, 106.8590621 -6.3549811, 106.8721084 -6.3549811, 106.8762283 -6.3618053, 106.8851546 -6.3699943, 106.8995742 -6.3706767, 106.9050674 -6.3618053, 106.9133071 -6.3658998, 106.9194869 -6.3317781, 106.9201736 -6.3031141, 106.915367 -6.2962891, 106.9050674 -6.273766, 106.905754 -6.2607977, 106.9146804 -6.257385, 106.9188003 -6.2498768, 106.92704 -6.2553373, 106.9435195 -6.2532896, 106.9462661 -6.2293995, 106.959999 -6.2116518, 106.9675521 -6.2007299, 106.9702987 -6.1618186, 106.9682388 -6.103105, 106.9654922 -6.0928636, 106.9551925 -6.0942291, 106.9407729 -6.0996912, 106.9256667 -6.097643, 106.9188003 -6.1010568, 106.9050674 -6.0969602, 106.8776015 -6.0969602, 106.8556289 -6.1174427, 106.8309097 -6.121539, 106.8261031 -6.1153944, 106.8171767 -6.114029, 106.8103103 -6.121539, 106.8034438 -6.0969602, 106.7903976 -6.0935464, 106.7917709 -6.1051533, 106.775978 -6.105836, 106.7622451 -6.1010568, 106.7368392 -6.0996912, 106.723793 -6.0894498))",jakarta,
