WKT,name,description
"POLYGON ((106.7766647 -6.3160814, 106.7699697 -6.3569894, 106.7593267 -6.3597191, 106.705425 -6.3597191, 106.6989019 -6.367908, 106.6964986 -6.390427, 106.7188146 -6.4040744, 106.7291143 -6.4132862, 106.7370107 -6.4238625, 106.738384 -6.4433087, 106.7442205 -6.450814, 106.7613866 -6.4504729, 106.7970922 -6.4535432, 106.8018987 -6.4658243, 106.8163183 -6.4661655, 106.8170049 -6.4552489, 106.8389776 -6.4552489, 106.8389776 -6.4692357, 106.846874 -6.4467202, 106.8509939 -6.4368267, 106.8588903 -6.439556, 106.8554571 -6.4559312, 106.8578603 -6.4613895, 106.8801763 -6.4641186, 106.8853261 -6.4559312, 106.8966558 -6.4388736, 106.9042089 -6.4218155, 106.9145086 -6.405098, 106.8969991 -6.4030509, 106.8866994 -6.4033921, 106.8932226 -6.397592, 106.9035222 -6.3788265, 106.889446 -6.3733673, 106.8815496 -6.3846268, 106.8650701 -6.3829208, 106.834171 -6.3764381, 106.8012121 -6.3726849, 106.7909124 -6.3604015, 106.8068771 -6.3235886, 106.8061904 -6.3153989, 106.7766647 -6.3160814))",depok,
